Device ID,Manufacture Date,Installation Date,Fault Date,Fault Age,Next Fault Date,Predicted Fault Interval Days
870,2011-05-26,2011-06-24,2023-10-24,4505,2024-03-19 10:28:17.167929600,147.43631
871,2019-04-22,2019-09-06,2023-03-17,1288,2023-12-15 05:02:41.718739200,273.2102
872,2010-08-05,2011-01-05,2023-04-18,4486,2023-09-12 10:31:07.236307200,147.43828
873,2013-08-17,2013-11-01,2023-07-02,3530,2023-11-30 17:51:58.798828800,151.74443
874,2013-03-01,2013-08-18,2023-10-18,3713,2024-03-15 08:59:40.224595200,149.37477
875,2015-01-02,2015-01-11,2023-07-15,3107,2024-01-02 07:41:20.273424000,171.32037
876,2018-08-08,2018-09-17,2023-12-19,1919,2024-08-16 03:36:57.480451200,241.15067
877,2019-02-06,2019-03-03,2023-07-25,1605,2024-04-05 05:38:43.828108800,255.23523
878,2019-07-19,2019-07-24,2023-12-25,1615,2024-09-04 18:54:16.347657599,254.78769
879,2014-12-16,2015-05-04,2023-07-16,2995,2024-01-10 18:45:54.052704000,178.78188
880,2016-10-28,2017-03-01,2023-04-09,2230,2023-11-22 03:34:41.689459200,227.1491
881,2018-01-02,2018-02-09,2023-06-08,1945,2024-02-03 00:17:43.916035200,240.01231
882,2013-04-20,2013-07-01,2023-10-24,3767,2024-03-20 21:18:15.556665600,148.88768
883,2016-01-24,2016-06-05,2023-10-01,2674,2024-04-22 17:18:15.117206400,204.72101
884,2010-04-01,2010-09-24,2023-01-31,4512,2023-06-27 10:27:08.613244800,147.43552
885,2011-12-15,2012-03-14,2023-09-30,4217,2024-02-24 12:29:29.238287999,147.52048
886,2015-02-25,2015-07-21,2023-06-13,2884,2023-12-17 05:18:09.843782400,187.22095
887,2019-11-12,2019-12-19,2023-07-03,1292,2024-03-31 21:40:38.964864000,272.90323
888,2010-02-08,2010-04-09,2022-04-21,4395,2022-09-15 10:47:20.185584000,147.44954
889,2018-10-03,2019-03-28,2023-11-17,1695,2024-07-25 07:01:52.500000000,251.29297
890,2019-08-24,2019-09-21,2023-07-25,1403,2024-04-15 03:30:00.878918400,265.14584
891,2010-06-22,2010-09-11,2023-03-14,4567,2023-08-08 10:12:52.998019200,147.42561
892,2011-10-15,2012-02-06,2023-12-07,4322,2024-05-02 11:19:44.765587200,147.47205
893,2012-01-24,2012-03-04,2023-09-22,4219,2024-02-16 12:26:02.255856000,147.51808
894,2013-05-28,2013-07-12,2023-12-02,3795,2024-04-28 16:19:04.775404800,148.67992
895,2020-02-27,2020-04-29,2023-11-17,1297,2024-08-15 12:53:49.980451200,272.53738
896,2012-12-17,2013-03-20,2023-08-06,3791,2024-01-01 17:03:29.179728000,148.71075
897,2014-08-11,2014-12-04,2023-10-16,3238,2024-03-27 12:55:14.355494400,163.53836
898,2016-11-28,2017-02-03,2023-07-12,2350,2024-02-18 10:26:42.246124800,221.43521
899,2011-04-01,2011-05-27,2023-07-11,4428,2023-12-05 10:42:51.240268800,147.44643
900,2012-04-08,2012-05-18,2023-12-18,4231,2024-05-13 12:14:18.251980800,147.50993
901,2012-06-13,2012-09-19,2023-11-28,4087,2024-04-23 15:25:17.431622400,147.64256
902,2013-10-16,2013-11-25,2023-10-28,3624,2024-03-26 09:16:43.271443200,150.38661
903,2015-05-13,2015-08-12,2023-10-26,2997,2024-04-21 15:02:48.750000000,178.62695
904,2018-05-31,2018-07-03,2023-11-16,1962,2024-07-12 06:35:35.742163199,239.27472
905,2016-08-31,2016-09-06,2023-10-06,2586,2024-05-02 20:35:20.800809600,209.85788
906,2015-06-20,2015-11-14,2023-09-21,2868,2024-03-27 11:39:57.656217600,188.48608
907,2016-07-23,2016-10-11,2023-12-25,2631,2024-07-19 09:10:34.130899200,207.38234
908,2010-07-09,2010-12-24,2023-03-28,4477,2023-08-22 10:31:07.236307200,147.43828
909,2011-05-20,2011-08-20,2023-11-22,4477,2024-04-17 10:31:07.236307200,147.43828
910,2013-04-29,2013-08-04,2023-07-26,3643,2023-12-23 03:35:43.652342400,150.14981
911,2014-03-12,2014-05-10,2023-11-20,3481,2024-04-20 14:53:19.218739200,152.62036
912,2019-06-03,2019-08-01,2023-06-15,1414,2024-03-05 11:39:49.746124800,264.486
913,2019-07-13,2019-08-30,2023-04-04,1313,2023-12-31 07:38:36.796847999,271.31848
914,2012-04-03,2012-09-19,2023-11-26,4085,2024-04-21 15:28:14.091801600,147.6446
915,2012-07-17,2012-07-30,2023-11-13,4123,2024-04-08 14:25:35.449190400,147.6011
916,2012-07-22,2012-11-06,2023-11-21,4032,2024-04-16 17:29:07.705046400,147.72856
917,2013-02-14,2013-03-31,2023-11-02,3868,2024-03-29 05:55:24.462883200,148.24681
918,2010-05-14,2010-08-11,2022-09-10,4413,2023-02-04 10:45:05.712883200,147.44798
919,2015-10-07,2016-03-25,2023-12-24,2830,2024-07-02 17:37:37.910179200,191.73447
920,2019-12-07,2020-03-16,2023-03-01,1080,2023-12-09 07:22:58.125043200,283.30762
921,2011-11-16,2012-04-19,2023-10-23,4204,2024-03-18 12:47:39.521443200,147.5331
922,2017-06-12,2017-11-25,2023-12-02,2198,2024-07-17 15:35:01.464864000,228.64932
923,2016-01-30,2016-02-06,2023-07-06,2707,2024-01-24 09:41:11.923785600,202.40361
924,2015-01-27,2015-06-09,2023-11-13,3079,2024-05-04 00:20:39.257836800,173.01434
925,2012-03-25,2012-05-09,2023-09-15,4146,2024-02-09 13:45:59.765587200,147.57361
926,2013-03-18,2013-05-15,2023-11-01,3822,2024-03-28 12:04:46.083964799,148.50331
927,2010-03-21,2010-04-21,2022-11-06,4582,2023-04-02 10:12:52.998019200,147.42561
928,2018-01-12,2018-02-04,2023-10-05,2069,2024-05-26 13:48:02.373062400,234.57503
929,2018-12-29,2019-06-17,2023-02-15,1339,2023-11-11 08:48:58.183603200,269.36734
930,2010-07-22,2010-12-07,2023-01-07,4414,2023-06-03 10:45:05.712883200,147.44798
931,2017-09-12,2018-02-19,2023-10-13,2062,2024-06-03 21:30:29.882793600,234.89618
932,2013-06-06,2013-09-21,2023-09-20,3651,2024-02-17 01:15:27.246124800,150.0524
933,2014-08-27,2015-02-01,2023-09-10,3143,2024-02-26 04:52:56.367206400,169.20343
934,2013-06-04,2013-07-13,2023-10-04,3735,2024-03-01 03:58:04.423785599,149.16533
935,2014-08-10,2015-01-16,2023-09-07,3156,2024-02-22 10:47:10.957027200,168.44943
936,2014-04-05,2014-06-26,2023-11-03,3417,2024-04-05 05:02:33.808560000,154.21011
937,2019-08-14,2019-11-22,2023-07-22,1338,2024-04-16 10:43:18.925766400,269.44675
938,2019-07-06,2019-07-08,2023-05-14,1406,2024-02-02 23:04:35.097657600,264.96152
939,2015-09-26,2015-12-12,2023-09-21,2840,2024-03-29 20:23:36.796848000,190.84973
940,2013-06-10,2013-06-22,2023-10-15,3767,2024-03-11 21:18:15.556665600,148.88768
941,2019-03-31,2019-05-09,2023-04-29,1451,2024-01-16 10:12:20.039097600,262.42523
942,2014-03-30,2014-04-12,2023-06-27,3363,2023-11-30 07:38:05.156217600,156.31812
943,2013-03-12,2013-04-27,2023-12-03,3872,2024-04-29 05:26:12.363244800,148.22653
944,2019-07-19,2019-12-21,2023-11-03,1413,2024-07-24 13:05:31.347657599,264.5455
945,2019-10-25,2020-02-15,2023-12-23,1407,2024-09-12 21:38:56.132793600,264.90204
946,2013-10-28,2013-11-14,2023-10-18,3625,2024-03-16 08:57:23.115225600,150.37318
947,2019-12-17,2020-03-30,2023-12-08,1348,2024-09-01 17:27:44.648467200,268.7276
948,2020-11-01,2021-02-07,2023-03-31,782,2024-01-14 03:19:09.609369600,289.1383
949,2019-02-13,2019-05-12,2023-06-30,1510,2024-03-15 12:08:26.250000000,259.50586
950,2017-05-27,2017-09-13,2023-10-27,2235,2024-06-09 21:52:25.605494400,226.9114
951,2011-04-16,2011-09-26,2023-11-25,4443,2024-04-20 10:39:29.531260800,147.44409
952,2018-04-07,2018-06-16,2023-06-22,1832,2024-02-22 02:04:50.917929600,245.0867
953,2012-11-01,2013-04-08,2023-11-11,3869,2024-04-07 05:50:42.333964800,148.24355
954,2013-09-15,2013-11-28,2023-09-17,3580,2024-02-14 23:29:56.484412800,150.97913
955,2017-08-15,2017-10-17,2023-11-09,2214,2024-06-23 21:42:08.613244800,227.90427
956,2017-10-02,2018-03-07,2023-08-14,1986,2024-04-08 05:39:18.105494400,238.23563
957,2012-08-25,2012-10-24,2023-10-27,4020,2024-03-22 18:01:41.513692800,147.75117
958,2010-12-24,2011-03-13,2023-06-30,4492,2023-11-24 10:31:07.236307200,147.43828
959,2018-04-08,2018-05-15,2023-10-03,1967,2024-05-29 01:21:56.162073600,239.0569
960,2019-07-12,2019-08-03,2023-10-18,1537,2024-07-02 06:01:21.738288000,258.25095
961,2011-10-30,2012-03-26,2023-12-10,4276,2024-05-05 11:45:39.111350400,147.49004
962,2011-01-08,2011-04-14,2023-09-18,4540,2024-02-12 10:18:17.314416000,147.42937
963,2012-10-28,2013-01-04,2023-10-25,3946,2024-03-20 22:26:18.515587200,147.93494
964,2013-02-19,2013-03-08,2023-12-11,3930,2024-05-06 23:50:35.742163200,147.99347
965,2013-10-03,2013-10-15,2023-08-19,3595,2024-01-16 18:37:55.488287999,150.77634
966,2017-06-16,2017-11-13,2023-06-26,2051,2024-02-16 09:16:37.998019200,235.38655
967,2010-03-31,2010-08-23,2022-12-10,4492,2023-05-06 10:31:07.236307200,147.43828
968,2020-03-08,2020-07-24,2023-05-02,1012,2024-02-11 06:07:04.511712000,285.2549
969,2017-07-08,2017-11-03,2023-08-02,2098,2024-03-22 06:13:01.787116800,233.25905
970,2019-04-11,2019-05-03,2023-09-04,1585,2024-05-17 02:45:32.519548800,256.11496
971,2018-11-24,2019-03-24,2023-11-18,1700,2024-07-26 01:44:49.892611200,251.0728
972,2011-06-24,2011-08-13,2023-11-24,4486,2024-04-19 10:31:07.236307200,147.43828
973,2017-08-11,2017-08-25,2023-08-22,2188,2024-04-07 02:46:59.531260800,229.11597
974,2012-05-18,2012-11-09,2023-12-12,4050,2024-05-07 16:46:51.181622400,147.6992
975,2010-02-10,2010-03-11,2022-06-29,4493,2022-11-23 10:31:07.236307200,147.43828
976,2012-01-10,2012-06-22,2023-10-24,4141,2024-03-19 13:53:38.554684800,147.57892
977,2020-05-03,2020-10-30,2023-06-19,962,2024-03-31 10:27:40.253875200,286.43588
978,2015-05-01,2015-09-03,2023-07-17,2874,2024-01-21 00:06:03.867206400,188.00421
979,2016-12-24,2016-12-31,2023-12-16,2541,2024-07-15 03:52:41.425766400,212.16159
980,2018-03-26,2018-04-24,2023-08-31,1955,2024-04-26 13:47:17.548828800,239.57451
981,2018-10-22,2019-03-10,2023-09-17,1652,2024-05-27 04:14:05.507836800,253.17645
982,2013-05-09,2013-06-11,2023-09-24,3757,2024-02-19 23:19:57.949190400,148.9722
983,2012-07-17,2012-11-28,2023-10-15,3973,2024-03-10 20:40:53.027385600,147.86172
984,2015-07-30,2015-11-18,2023-07-13,2794,2024-01-24 00:33:48.955046400,195.02348
985,2020-05-23,2020-08-10,2023-06-09,1033,2024-03-19 16:52:59.003875200,284.70346
986,2016-11-13,2017-04-22,2023-11-24,2407,2024-06-29 16:32:09.199190400,218.689
987,2017-08-11,2018-02-06,2023-05-19,1928,2024-01-14 18:07:57.246124800,240.75552
988,2017-08-31,2017-10-28,2023-10-01,2164,2024-05-18 05:46:14.707027200,230.24045
989,2012-07-13,2012-08-08,2023-11-01,4102,2024-03-27 14:57:00.703152000,147.62292
990,2018-02-04,2018-07-28,2023-06-19,1787,2024-02-21 03:28:18.046848000,247.14465
991,2014-05-01,2014-05-30,2023-09-17,3397,2024-02-18 21:30:39.111350400,154.89629
992,2019-11-28,2019-12-02,2023-11-17,1446,2024-08-05 16:31:16.464864000,262.6884
993,2019-02-07,2019-05-17,2023-12-29,1687,2024-09-05 15:18:22.148467200,251.63776
994,2011-01-25,2011-06-15,2023-09-14,4474,2024-02-08 10:31:07.236307200,147.43828
995,2014-06-06,2014-07-15,2023-07-19,3291,2023-12-26 06:14:02.431622400,160.25975
996,2018-01-09,2018-01-24,2023-05-28,1950,2024-01-22 19:02:57.099638400,239.79372
997,2010-09-13,2011-01-10,2023-04-23,4486,2023-09-17 10:31:07.236307200,147.43828
998,2011-12-10,2012-01-08,2023-10-13,4296,2024-03-08 11:34:01.699190400,147.48196
999,2015-01-13,2015-06-19,2023-12-19,3105,2024-06-07 10:40:05.126937600,171.4445
1000,2015-04-29,2015-07-13,2023-10-24,3025,2024-04-17 13:48:03.691440000,176.57504
