Device ID,Manufacture Date,Installation Date,Fault Date,Fault Age,Next Fault Date,Fault Interval Days
749,2019-06-10,2019-11-09,2022-10-13,1069,2023-08-08,299.0
750,2019-07-24,2019-11-09,2020-10-31,357,2021-10-17,351.0
750,2019-07-24,2019-11-09,2021-10-17,708,2022-09-07,325.0
750,2019-07-24,2019-11-09,2022-09-07,1033,2023-05-21,256.0
751,2011-12-30,2012-02-13,2013-02-11,364,2014-02-25,379.0
751,2011-12-30,2012-02-13,2014-02-25,743,2014-12-19,297.0
751,2011-12-30,2012-02-13,2014-12-19,1040,2015-10-29,314.0
751,2011-12-30,2012-02-13,2015-10-29,1354,2016-08-31,307.0
751,2011-12-30,2012-02-13,2016-08-31,1661,2017-05-27,269.0
751,2011-12-30,2012-02-13,2017-05-27,1930,2017-12-26,213.0
751,2011-12-30,2012-02-13,2017-12-26,2143,2018-09-24,272.0
751,2011-12-30,2012-02-13,2018-09-24,2415,2019-06-01,250.0
751,2011-12-30,2012-02-13,2019-06-01,2665,2020-01-11,224.0
751,2011-12-30,2012-02-13,2020-01-11,2889,2020-08-05,207.0
751,2011-12-30,2012-02-13,2020-08-05,3096,2021-01-12,160.0
751,2011-12-30,2012-02-13,2021-01-12,3256,2021-08-01,201.0
751,2011-12-30,2012-02-13,2021-08-01,3457,2022-02-18,201.0
751,2011-12-30,2012-02-13,2022-02-18,3658,2022-07-14,146.0
751,2011-12-30,2012-02-13,2022-07-14,3804,2023-01-07,177.0
751,2011-12-30,2012-02-13,2023-01-07,3981,2023-06-19,163.0
751,2011-12-30,2012-02-13,2023-06-19,4144,2023-10-19,122.0
752,2019-03-03,2019-06-09,2020-04-18,314,2021-03-29,345.0
752,2019-03-03,2019-06-09,2021-03-29,659,2022-03-07,343.0
752,2019-03-03,2019-06-09,2022-03-07,1002,2022-12-01,269.0
752,2019-03-03,2019-06-09,2022-12-01,1271,2023-10-03,306.0
753,2018-05-27,2018-10-05,2019-10-28,388,2020-10-21,359.0
753,2018-05-27,2018-10-05,2020-10-21,747,2021-08-01,284.0
753,2018-05-27,2018-10-05,2021-08-01,1031,2022-06-01,304.0
753,2018-05-27,2018-10-05,2022-06-01,1335,2023-03-30,302.0
754,2017-09-09,2017-10-16,2018-10-16,365,2019-10-10,359.0
754,2017-09-09,2017-10-16,2019-10-10,724,2020-07-31,295.0
754,2017-09-09,2017-10-16,2020-07-31,1019,2021-04-30,273.0
754,2017-09-09,2017-10-16,2021-04-30,1292,2022-01-11,256.0
754,2017-09-09,2017-10-16,2022-01-11,1548,2022-10-06,268.0
754,2017-09-09,2017-10-16,2022-10-06,1816,2023-08-22,320.0
755,2011-11-07,2012-04-26,2013-05-09,378,2014-05-07,363.0
755,2011-11-07,2012-04-26,2014-05-07,741,2015-02-20,289.0
755,2011-11-07,2012-04-26,2015-02-20,1030,2015-12-12,295.0
755,2011-11-07,2012-04-26,2015-12-12,1325,2016-10-17,310.0
755,2011-11-07,2012-04-26,2016-10-17,1635,2017-07-31,287.0
755,2011-11-07,2012-04-26,2017-07-31,1922,2018-02-23,207.0
755,2011-11-07,2012-04-26,2018-02-23,2129,2018-11-13,263.0
755,2011-11-07,2012-04-26,2018-11-13,2392,2019-06-22,221.0
755,2011-11-07,2012-04-26,2019-06-22,2613,2020-01-18,210.0
755,2011-11-07,2012-04-26,2020-01-18,2823,2020-08-23,218.0
755,2011-11-07,2012-04-26,2020-08-23,3041,2021-04-08,228.0
755,2011-11-07,2012-04-26,2021-04-08,3269,2021-10-07,182.0
755,2011-11-07,2012-04-26,2021-10-07,3451,2022-04-21,196.0
755,2011-11-07,2012-04-26,2022-04-21,3647,2022-09-09,141.0
755,2011-11-07,2012-04-26,2022-09-09,3788,2023-02-15,159.0
755,2011-11-07,2012-04-26,2023-02-15,3947,2023-07-05,140.0
755,2011-11-07,2012-04-26,2023-07-05,4087,2023-11-27,145.0
756,2019-06-28,2019-12-13,2020-10-24,316,2021-09-05,316.0
756,2019-06-28,2019-12-13,2021-09-05,632,2022-06-08,276.0
756,2019-06-28,2019-12-13,2022-06-08,908,2023-03-09,274.0
757,2015-03-08,2015-06-24,2016-06-13,355,2017-06-01,353.0
757,2015-03-08,2015-06-24,2017-06-01,708,2018-06-21,385.0
757,2015-03-08,2015-06-24,2018-06-21,1093,2019-04-13,296.0
757,2015-03-08,2015-06-24,2019-04-13,1389,2020-02-14,307.0
757,2015-03-08,2015-06-24,2020-02-14,1696,2020-11-12,272.0
757,2015-03-08,2015-06-24,2020-11-12,1968,2021-10-06,328.0
757,2015-03-08,2015-06-24,2021-10-06,2296,2022-03-22,167.0
757,2015-03-08,2015-06-24,2022-03-22,2463,2022-10-21,213.0
757,2015-03-08,2015-06-24,2022-10-21,2676,2023-06-10,232.0
757,2015-03-08,2015-06-24,2023-06-10,2908,2023-12-17,190.0
758,2016-11-09,2016-12-18,2017-12-15,362,2018-12-25,375.0
758,2016-11-09,2016-12-18,2018-12-25,737,2019-10-08,287.0
758,2016-11-09,2016-12-18,2019-10-08,1024,2020-08-17,314.0
758,2016-11-09,2016-12-18,2020-08-17,1338,2021-06-18,305.0
758,2016-11-09,2016-12-18,2021-06-18,1643,2022-03-23,278.0
758,2016-11-09,2016-12-18,2022-03-23,1921,2022-12-11,263.0
758,2016-11-09,2016-12-18,2022-12-11,2184,2023-09-11,274.0
759,2018-02-15,2018-03-02,2019-03-06,369,2020-01-03,303.0
759,2018-02-15,2018-03-02,2020-01-03,672,2020-12-21,353.0
759,2018-02-15,2018-03-02,2020-12-21,1025,2021-09-29,282.0
759,2018-02-15,2018-03-02,2021-09-29,1307,2022-05-07,220.0
759,2018-02-15,2018-03-02,2022-05-07,1527,2023-03-06,303.0
759,2018-02-15,2018-03-02,2023-03-06,1830,2023-11-18,257.0
760,2016-02-18,2016-06-17,2017-08-08,417,2018-07-28,354.0
760,2016-02-18,2016-06-17,2018-07-28,771,2019-06-21,328.0
760,2016-02-18,2016-06-17,2019-06-21,1099,2020-04-19,303.0
760,2016-02-18,2016-06-17,2020-04-19,1402,2020-12-30,255.0
760,2016-02-18,2016-06-17,2020-12-30,1657,2021-09-24,268.0
760,2016-02-18,2016-06-17,2021-09-24,1925,2022-07-31,310.0
760,2016-02-18,2016-06-17,2022-07-31,2235,2023-03-21,233.0
760,2016-02-18,2016-06-17,2023-03-21,2468,2023-11-02,226.0
761,2017-08-18,2017-08-22,2018-06-26,308,2019-06-30,369.0
761,2017-08-18,2017-08-22,2019-06-30,677,2020-03-31,275.0
761,2017-08-18,2017-08-22,2020-03-31,952,2021-02-19,325.0
761,2017-08-18,2017-08-22,2021-02-19,1277,2021-12-10,294.0
761,2017-08-18,2017-08-22,2021-12-10,1571,2022-10-02,296.0
761,2017-08-18,2017-08-22,2022-10-02,1867,2023-05-26,236.0
762,2020-04-18,2020-07-20,2021-08-13,389,2022-07-05,326.0
762,2020-04-18,2020-07-20,2022-07-05,715,2023-06-20,350.0
763,2013-01-27,2013-06-29,2014-06-12,348,2015-05-13,335.0
763,2013-01-27,2013-06-29,2015-05-13,683,2016-04-04,327.0
763,2013-01-27,2013-06-29,2016-04-04,1010,2017-01-31,302.0
763,2013-01-27,2013-06-29,2017-01-31,1312,2017-12-11,314.0
763,2013-01-27,2013-06-29,2017-12-11,1626,2018-09-02,265.0
763,2013-01-27,2013-06-29,2018-09-02,1891,2019-05-06,246.0
763,2013-01-27,2013-06-29,2019-05-06,2137,2020-01-31,270.0
763,2013-01-27,2013-06-29,2020-01-31,2407,2020-09-10,223.0
763,2013-01-27,2013-06-29,2020-09-10,2630,2021-04-07,209.0
763,2013-01-27,2013-06-29,2021-04-07,2839,2021-09-11,157.0
763,2013-01-27,2013-06-29,2021-09-11,2996,2022-03-10,180.0
763,2013-01-27,2013-06-29,2022-03-10,3176,2022-09-01,175.0
763,2013-01-27,2013-06-29,2022-09-01,3351,2023-02-19,171.0
763,2013-01-27,2013-06-29,2023-02-19,3522,2023-07-28,159.0
764,2014-04-21,2014-09-09,2015-08-11,336,2016-06-28,322.0
764,2014-04-21,2014-09-09,2016-06-28,658,2017-05-28,334.0
764,2014-04-21,2014-09-09,2017-05-28,992,2018-02-28,276.0
764,2014-04-21,2014-09-09,2018-02-28,1268,2019-02-04,341.0
764,2014-04-21,2014-09-09,2019-02-04,1609,2019-11-30,299.0
764,2014-04-21,2014-09-09,2019-11-30,1908,2020-07-17,230.0
764,2014-04-21,2014-09-09,2020-07-17,2138,2021-04-16,273.0
764,2014-04-21,2014-09-09,2021-04-16,2411,2022-01-02,261.0
764,2014-04-21,2014-09-09,2022-01-02,2672,2022-07-14,193.0
764,2014-04-21,2014-09-09,2022-07-14,2865,2023-01-13,183.0
764,2014-04-21,2014-09-09,2023-01-13,3048,2023-07-18,186.0
764,2014-04-21,2014-09-09,2023-07-18,3234,2023-12-26,161.0
765,2012-09-04,2013-02-12,2014-01-28,350,2015-01-26,363.0
765,2012-09-04,2013-02-12,2015-01-26,713,2015-12-20,328.0
765,2012-09-04,2013-02-12,2015-12-20,1041,2016-10-18,303.0
765,2012-09-04,2013-02-12,2016-10-18,1344,2017-07-22,277.0
765,2012-09-04,2013-02-12,2017-07-22,1621,2018-03-19,240.0
765,2012-09-04,2013-02-12,2018-03-19,1861,2018-12-22,278.0
765,2012-09-04,2013-02-12,2018-12-22,2139,2019-09-09,261.0
765,2012-09-04,2013-02-12,2019-09-09,2400,2020-04-15,219.0
765,2012-09-04,2013-02-12,2020-04-15,2619,2020-10-29,197.0
765,2012-09-04,2013-02-12,2020-10-29,2816,2021-06-29,243.0
765,2012-09-04,2013-02-12,2021-06-29,3059,2022-01-17,202.0
765,2012-09-04,2013-02-12,2022-01-17,3261,2022-07-29,193.0
765,2012-09-04,2013-02-12,2022-07-29,3454,2023-01-28,183.0
765,2012-09-04,2013-02-12,2023-01-28,3637,2023-06-22,145.0
765,2012-09-04,2013-02-12,2023-06-22,3782,2023-12-20,181.0
766,2012-10-05,2012-10-21,2013-11-20,395,2014-12-18,393.0
766,2012-10-05,2012-10-21,2014-12-18,788,2015-11-07,324.0
766,2012-10-05,2012-10-21,2015-11-07,1112,2016-08-01,268.0
766,2012-10-05,2012-10-21,2016-08-01,1380,2017-03-06,217.0
766,2012-10-05,2012-10-21,2017-03-06,1597,2017-12-07,276.0
766,2012-10-05,2012-10-21,2017-12-07,1873,2018-09-02,269.0
766,2012-10-05,2012-10-21,2018-09-02,2142,2019-04-23,233.0
766,2012-10-05,2012-10-21,2019-04-23,2375,2019-12-17,238.0
766,2012-10-05,2012-10-21,2019-12-17,2613,2020-08-04,231.0
766,2012-10-05,2012-10-21,2020-08-04,2844,2021-03-22,230.0
766,2012-10-05,2012-10-21,2021-03-22,3074,2021-09-30,192.0
766,2012-10-05,2012-10-21,2021-09-30,3266,2022-04-03,185.0
766,2012-10-05,2012-10-21,2022-04-03,3451,2022-09-22,172.0
766,2012-10-05,2012-10-21,2022-09-22,3623,2023-03-08,167.0
766,2012-10-05,2012-10-21,2023-03-08,3790,2023-08-04,149.0
766,2012-10-05,2012-10-21,2023-08-04,3939,2023-12-23,141.0
767,2015-11-14,2016-05-02,2017-05-07,370,2018-03-18,315.0
767,2015-11-14,2016-05-02,2018-03-18,685,2019-01-24,312.0
767,2015-11-14,2016-05-02,2019-01-24,997,2020-01-25,366.0
767,2015-11-14,2016-05-02,2020-01-25,1363,2020-12-06,316.0
767,2015-11-14,2016-05-02,2020-12-06,1679,2021-08-09,246.0
767,2015-11-14,2016-05-02,2021-08-09,1925,2022-05-18,282.0
767,2015-11-14,2016-05-02,2022-05-18,2207,2023-02-01,259.0
767,2015-11-14,2016-05-02,2023-02-01,2466,2023-09-16,227.0
768,2014-08-15,2014-12-01,2015-11-01,335,2016-10-20,354.0
768,2014-08-15,2014-12-01,2016-10-20,689,2017-08-15,299.0
768,2014-08-15,2014-12-01,2017-08-15,988,2018-07-26,345.0
768,2014-08-15,2014-12-01,2018-07-26,1333,2019-06-23,332.0
768,2014-08-15,2014-12-01,2019-06-23,1665,2020-03-21,272.0
768,2014-08-15,2014-12-01,2020-03-21,1937,2021-01-03,288.0
768,2014-08-15,2014-12-01,2021-01-03,2225,2021-08-24,233.0
768,2014-08-15,2014-12-01,2021-08-24,2458,2022-03-25,213.0
768,2014-08-15,2014-12-01,2022-03-25,2671,2022-11-22,242.0
768,2014-08-15,2014-12-01,2022-11-22,2913,2023-07-17,237.0
769,2017-06-03,2017-10-07,2018-10-19,377,2019-10-28,374.0
769,2017-06-03,2017-10-07,2019-10-28,751,2020-09-25,333.0
769,2017-06-03,2017-10-07,2020-09-25,1084,2021-09-08,348.0
769,2017-06-03,2017-10-07,2021-09-08,1432,2022-07-04,299.0
769,2017-06-03,2017-10-07,2022-07-04,1731,2023-04-21,291.0
769,2017-06-03,2017-10-07,2023-04-21,2022,2023-12-02,225.0
770,2018-12-06,2019-01-30,2020-02-28,394,2021-03-02,368.0
770,2018-12-06,2019-01-30,2021-03-02,762,2022-02-17,352.0
770,2018-12-06,2019-01-30,2022-02-17,1114,2022-12-21,307.0
770,2018-12-06,2019-01-30,2022-12-21,1421,2023-09-15,268.0
771,2020-06-04,2020-11-21,2021-11-22,366,2022-11-10,353.0
771,2020-06-04,2020-11-21,2022-11-10,719,2023-08-31,294.0
772,2010-02-06,2010-03-12,2011-03-08,361,2011-11-30,267.0
772,2010-02-06,2010-03-12,2011-11-30,628,2012-11-22,358.0
772,2010-02-06,2010-03-12,2012-11-22,986,2013-10-04,316.0
772,2010-02-06,2010-03-12,2013-10-04,1302,2014-08-01,301.0
772,2010-02-06,2010-03-12,2014-08-01,1603,2015-04-20,262.0
772,2010-02-06,2010-03-12,2015-04-20,1865,2016-01-23,278.0
772,2010-02-06,2010-03-12,2016-01-23,2143,2016-09-06,227.0
772,2010-02-06,2010-03-12,2016-09-06,2370,2017-04-13,219.0
772,2010-02-06,2010-03-12,2017-04-13,2589,2017-12-06,237.0
772,2010-02-06,2010-03-12,2017-12-06,2826,2018-07-11,217.0
772,2010-02-06,2010-03-12,2018-07-11,3043,2018-12-31,173.0
772,2010-02-06,2010-03-12,2018-12-31,3216,2019-08-06,218.0
772,2010-02-06,2010-03-12,2019-08-06,3434,2020-01-16,163.0
772,2010-02-06,2010-03-12,2020-01-16,3597,2020-06-29,165.0
772,2010-02-06,2010-03-12,2020-06-29,3762,2021-01-01,186.0
772,2010-02-06,2010-03-12,2021-01-01,3948,2021-04-29,118.0
772,2010-02-06,2010-03-12,2021-04-29,4066,2021-08-25,118.0
772,2010-02-06,2010-03-12,2021-08-25,4184,2022-01-13,141.0
772,2010-02-06,2010-03-12,2022-01-13,4325,2022-04-19,96.0
773,2020-07-18,2020-12-23,2021-10-09,290,2022-11-03,390.0
773,2020-07-18,2020-12-23,2022-11-03,680,2023-09-13,314.0
774,2019-06-03,2019-06-16,2020-05-08,327,2021-04-09,336.0
774,2019-06-03,2019-06-16,2021-04-09,663,2022-03-21,346.0
774,2019-06-03,2019-06-16,2022-03-21,1009,2023-02-08,324.0
774,2019-06-03,2019-06-16,2023-02-08,1333,2023-11-19,284.0
775,2020-04-24,2020-09-12,2021-09-20,373,2022-10-17,392.0
775,2020-04-24,2020-09-12,2022-10-17,765,2023-09-29,347.0
776,2014-03-29,2014-04-16,2015-03-10,328,2016-01-26,322.0
776,2014-03-29,2014-04-16,2016-01-26,650,2016-11-08,287.0
776,2014-03-29,2014-04-16,2016-11-08,937,2017-09-22,318.0
776,2014-03-29,2014-04-16,2017-09-22,1255,2018-08-08,320.0
776,2014-03-29,2014-04-16,2018-08-08,1575,2019-05-11,276.0
776,2014-03-29,2014-04-16,2019-05-11,1851,2020-03-14,308.0
776,2014-03-29,2014-04-16,2020-03-14,2159,2020-12-29,290.0
776,2014-03-29,2014-04-16,2020-12-29,2449,2021-08-24,238.0
776,2014-03-29,2014-04-16,2021-08-24,2687,2022-04-14,233.0
776,2014-03-29,2014-04-16,2022-04-14,2920,2022-10-17,186.0
776,2014-03-29,2014-04-16,2022-10-17,3106,2023-04-22,187.0
776,2014-03-29,2014-04-16,2023-04-22,3293,2023-11-16,208.0
777,2016-05-15,2016-10-22,2017-12-15,419,2018-12-30,380.0
777,2016-05-15,2016-10-22,2018-12-30,799,2019-12-10,345.0
777,2016-05-15,2016-10-22,2019-12-10,1144,2020-09-01,266.0
777,2016-05-15,2016-10-22,2020-09-01,1410,2021-06-06,278.0
777,2016-05-15,2016-10-22,2021-06-06,1688,2022-03-23,290.0
777,2016-05-15,2016-10-22,2022-03-23,1978,2022-11-09,231.0
777,2016-05-15,2016-10-22,2022-11-09,2209,2023-07-06,239.0
778,2016-03-14,2016-06-18,2017-05-28,344,2018-04-09,316.0
778,2016-03-14,2016-06-18,2018-04-09,660,2019-01-03,269.0
778,2016-03-14,2016-06-18,2019-01-03,929,2019-10-31,301.0
778,2016-03-14,2016-06-18,2019-10-31,1230,2020-09-15,320.0
778,2016-03-14,2016-06-18,2020-09-15,1550,2021-05-28,255.0
778,2016-03-14,2016-06-18,2021-05-28,1805,2022-02-18,266.0
778,2016-03-14,2016-06-18,2022-02-18,2071,2022-10-21,245.0
778,2016-03-14,2016-06-18,2022-10-21,2316,2023-05-31,222.0
779,2017-12-24,2018-04-26,2019-06-24,424,2020-07-04,376.0
779,2017-12-24,2018-04-26,2020-07-04,800,2021-04-28,298.0
779,2017-12-24,2018-04-26,2021-04-28,1098,2022-04-28,365.0
779,2017-12-24,2018-04-26,2022-04-28,1463,2023-03-07,313.0
779,2017-12-24,2018-04-26,2023-03-07,1776,2023-11-17,255.0
780,2012-05-22,2012-06-30,2013-08-09,405,2014-07-23,348.0
780,2012-05-22,2012-06-30,2014-07-23,753,2015-05-15,296.0
780,2012-05-22,2012-06-30,2015-05-15,1049,2016-03-13,303.0
780,2012-05-22,2012-06-30,2016-03-13,1352,2016-12-17,279.0
780,2012-05-22,2012-06-30,2016-12-17,1631,2017-08-26,252.0
780,2012-05-22,2012-06-30,2017-08-26,1883,2018-06-10,288.0
780,2012-05-22,2012-06-30,2018-06-10,2171,2019-03-02,265.0
780,2012-05-22,2012-06-30,2019-03-02,2436,2019-11-08,251.0
780,2012-05-22,2012-06-30,2019-11-08,2687,2020-06-30,235.0
780,2012-05-22,2012-06-30,2020-06-30,2922,2021-01-02,186.0
780,2012-05-22,2012-06-30,2021-01-02,3108,2021-07-04,183.0
780,2012-05-22,2012-06-30,2021-07-04,3291,2022-01-31,211.0
780,2012-05-22,2012-06-30,2022-01-31,3502,2022-07-25,175.0
780,2012-05-22,2012-06-30,2022-07-25,3677,2022-12-11,139.0
780,2012-05-22,2012-06-30,2022-12-11,3816,2023-05-19,159.0
780,2012-05-22,2012-06-30,2023-05-19,3975,2023-10-22,156.0
781,2014-12-27,2015-02-11,2016-01-07,330,2017-02-22,412.0
781,2014-12-27,2015-02-11,2017-02-22,742,2017-11-24,275.0
781,2014-12-27,2015-02-11,2017-11-24,1017,2018-10-02,312.0
781,2014-12-27,2015-02-11,2018-10-02,1329,2019-09-09,342.0
781,2014-12-27,2015-02-11,2019-09-09,1671,2020-06-24,289.0
781,2014-12-27,2015-02-11,2020-06-24,1960,2021-03-30,279.0
781,2014-12-27,2015-02-11,2021-03-30,2239,2021-11-01,216.0
781,2014-12-27,2015-02-11,2021-11-01,2455,2022-06-27,238.0
781,2014-12-27,2015-02-11,2022-06-27,2693,2023-01-29,216.0
781,2014-12-27,2015-02-11,2023-01-29,2909,2023-07-30,182.0
782,2013-07-20,2013-08-18,2014-07-19,335,2015-06-06,322.0
782,2013-07-20,2013-08-18,2015-06-06,657,2016-05-14,343.0
782,2013-07-20,2013-08-18,2016-05-14,1000,2017-03-15,305.0
782,2013-07-20,2013-08-18,2017-03-15,1305,2018-01-07,298.0
782,2013-07-20,2013-08-18,2018-01-07,1603,2018-10-05,271.0
782,2013-07-20,2013-08-18,2018-10-05,1874,2019-07-31,299.0
782,2013-07-20,2013-08-18,2019-07-31,2173,2020-03-10,223.0
782,2013-07-20,2013-08-18,2020-03-10,2396,2020-10-18,222.0
782,2013-07-20,2013-08-18,2020-10-18,2618,2021-06-07,232.0
782,2013-07-20,2013-08-18,2021-06-07,2850,2021-12-12,188.0
782,2013-07-20,2013-08-18,2021-12-12,3038,2022-06-08,178.0
782,2013-07-20,2013-08-18,2022-06-08,3216,2022-12-16,191.0
782,2013-07-20,2013-08-18,2022-12-16,3407,2023-06-27,193.0
782,2013-07-20,2013-08-18,2023-06-27,3600,2023-12-28,184.0
783,2020-10-27,2020-12-28,2021-12-03,340,2022-11-23,355.0
783,2020-10-27,2020-12-28,2022-11-23,695,2023-11-03,345.0
784,2015-10-11,2015-10-27,2016-12-10,410,2017-10-13,307.0
784,2015-10-11,2015-10-27,2017-10-13,717,2018-08-12,303.0
784,2015-10-11,2015-10-27,2018-08-12,1020,2019-07-21,343.0
784,2015-10-11,2015-10-27,2019-07-21,1363,2020-03-24,247.0
784,2015-10-11,2015-10-27,2020-03-24,1610,2020-12-10,261.0
784,2015-10-11,2015-10-27,2020-12-10,1871,2021-08-10,243.0
784,2015-10-11,2015-10-27,2021-08-10,2114,2022-03-08,210.0
784,2015-10-11,2015-10-27,2022-03-08,2324,2022-10-27,233.0
784,2015-10-11,2015-10-27,2022-10-27,2557,2023-06-25,241.0
785,2011-08-19,2011-12-18,2013-01-15,394,2014-02-03,384.0
785,2011-08-19,2011-12-18,2014-02-03,778,2014-12-09,309.0
785,2011-08-19,2011-12-18,2014-12-09,1087,2015-12-30,386.0
785,2011-08-19,2011-12-18,2015-12-30,1473,2016-09-29,274.0
785,2011-08-19,2011-12-18,2016-09-29,1747,2017-06-19,263.0
785,2011-08-19,2011-12-18,2017-06-19,2010,2018-02-10,236.0
785,2011-08-19,2011-12-18,2018-02-10,2246,2018-10-23,255.0
785,2011-08-19,2011-12-18,2018-10-23,2501,2019-06-01,221.0
785,2011-08-19,2011-12-18,2019-06-01,2722,2020-01-01,214.0
785,2011-08-19,2011-12-18,2020-01-01,2936,2020-07-19,200.0
785,2011-08-19,2011-12-18,2020-07-19,3136,2021-01-23,188.0
785,2011-08-19,2011-12-18,2021-01-23,3324,2021-07-27,185.0
785,2011-08-19,2011-12-18,2021-07-27,3509,2022-01-08,165.0
785,2011-08-19,2011-12-18,2022-01-08,3674,2022-06-14,157.0
785,2011-08-19,2011-12-18,2022-06-14,3831,2022-12-02,171.0
785,2011-08-19,2011-12-18,2022-12-02,4002,2023-04-22,141.0
785,2011-08-19,2011-12-18,2023-04-22,4143,2023-09-12,143.0
786,2015-03-19,2015-03-29,2016-03-11,348,2017-01-08,303.0
786,2015-03-19,2015-03-29,2017-01-08,651,2018-02-02,390.0
786,2015-03-19,2015-03-29,2018-02-02,1041,2019-01-18,350.0
786,2015-03-19,2015-03-29,2019-01-18,1391,2019-11-20,306.0
786,2015-03-19,2015-03-29,2019-11-20,1697,2020-10-15,330.0
786,2015-03-19,2015-03-29,2020-10-15,2027,2021-07-15,273.0
786,2015-03-19,2015-03-29,2021-07-15,2300,2022-03-06,234.0
786,2015-03-19,2015-03-29,2022-03-06,2534,2022-10-26,234.0
786,2015-03-19,2015-03-29,2022-10-26,2768,2023-06-25,242.0
786,2015-03-19,2015-03-29,2023-06-25,3010,2023-12-24,182.0
787,2011-12-30,2012-06-05,2013-06-19,379,2014-05-09,324.0
787,2011-12-30,2012-06-05,2014-05-09,703,2015-01-16,252.0
787,2011-12-30,2012-06-05,2015-01-16,955,2015-10-16,273.0
787,2011-12-30,2012-06-05,2015-10-16,1228,2016-07-30,288.0
787,2011-12-30,2012-06-05,2016-07-30,1516,2017-05-09,283.0
787,2011-12-30,2012-06-05,2017-05-09,1799,2018-02-01,268.0
787,2011-12-30,2012-06-05,2018-02-01,2067,2018-11-30,302.0
787,2011-12-30,2012-06-05,2018-11-30,2369,2019-07-18,230.0
787,2011-12-30,2012-06-05,2019-07-18,2599,2020-03-02,228.0
787,2011-12-30,2012-06-05,2020-03-02,2827,2020-08-25,176.0
787,2011-12-30,2012-06-05,2020-08-25,3003,2021-03-12,199.0
787,2011-12-30,2012-06-05,2021-03-12,3202,2021-09-24,196.0
787,2011-12-30,2012-06-05,2021-09-24,3398,2022-02-25,154.0
787,2011-12-30,2012-06-05,2022-02-25,3552,2022-07-29,154.0
787,2011-12-30,2012-06-05,2022-07-29,3706,2023-01-14,169.0
787,2011-12-30,2012-06-05,2023-01-14,3875,2023-06-07,144.0
787,2011-12-30,2012-06-05,2023-06-07,4019,2023-10-28,143.0
788,2013-09-27,2014-02-27,2015-05-12,439,2016-04-09,333.0
788,2013-09-27,2014-02-27,2016-04-09,772,2017-04-23,379.0
788,2013-09-27,2014-02-27,2017-04-23,1151,2017-12-21,242.0
788,2013-09-27,2014-02-27,2017-12-21,1393,2018-10-10,293.0
788,2013-09-27,2014-02-27,2018-10-10,1686,2019-06-30,263.0
788,2013-09-27,2014-02-27,2019-06-30,1949,2020-02-29,244.0
788,2013-09-27,2014-02-27,2020-02-29,2193,2020-11-16,261.0
788,2013-09-27,2014-02-27,2020-11-16,2454,2021-06-29,225.0
788,2013-09-27,2014-02-27,2021-06-29,2679,2021-12-20,174.0
788,2013-09-27,2014-02-27,2021-12-20,2853,2022-06-13,175.0
788,2013-09-27,2014-02-27,2022-06-13,3028,2023-01-12,213.0
788,2013-09-27,2014-02-27,2023-01-12,3241,2023-06-17,156.0
788,2013-09-27,2014-02-27,2023-06-17,3397,2023-12-26,192.0
789,2011-02-01,2011-05-15,2012-05-07,358,2013-04-14,342.0
789,2011-02-01,2011-05-15,2013-04-14,700,2014-03-23,343.0
789,2011-02-01,2011-05-15,2014-03-23,1043,2014-12-19,271.0
789,2011-02-01,2011-05-15,2014-12-19,1314,2015-10-09,294.0
789,2011-02-01,2011-05-15,2015-10-09,1608,2016-06-10,245.0
789,2011-02-01,2011-05-15,2016-06-10,1853,2017-03-04,267.0
789,2011-02-01,2011-05-15,2017-03-04,2120,2017-11-24,265.0
789,2011-02-01,2011-05-15,2017-11-24,2385,2018-07-20,238.0
789,2011-02-01,2011-05-15,2018-07-20,2623,2019-03-11,234.0
789,2011-02-01,2011-05-15,2019-03-11,2857,2019-09-20,193.0
789,2011-02-01,2011-05-15,2019-09-20,3050,2020-04-03,196.0
789,2011-02-01,2011-05-15,2020-04-03,3246,2020-10-02,182.0
789,2011-02-01,2011-05-15,2020-10-02,3428,2021-03-22,171.0
789,2011-02-01,2011-05-15,2021-03-22,3599,2021-08-23,154.0
789,2011-02-01,2011-05-15,2021-08-23,3753,2022-01-22,152.0
789,2011-02-01,2011-05-15,2022-01-22,3905,2022-06-05,134.0
789,2011-02-01,2011-05-15,2022-06-05,4039,2022-10-02,119.0
789,2011-02-01,2011-05-15,2022-10-02,4158,2023-02-06,127.0
789,2011-02-01,2011-05-15,2023-02-06,4285,2023-06-24,138.0
790,2011-11-30,2012-02-22,2013-03-01,373,2013-12-27,301.0
790,2011-11-30,2012-02-22,2013-12-27,674,2014-11-06,314.0
790,2011-11-30,2012-02-22,2014-11-06,988,2015-10-04,332.0
790,2011-11-30,2012-02-22,2015-10-04,1320,2016-07-09,279.0
790,2011-11-30,2012-02-22,2016-07-09,1599,2017-03-04,238.0
790,2011-11-30,2012-02-22,2017-03-04,1837,2018-01-22,324.0
790,2011-11-30,2012-02-22,2018-01-22,2161,2018-09-21,242.0
790,2011-11-30,2012-02-22,2018-09-21,2403,2019-04-15,206.0
790,2011-11-30,2012-02-22,2019-04-15,2609,2019-11-26,225.0
790,2011-11-30,2012-02-22,2019-11-26,2834,2020-06-21,208.0
790,2011-11-30,2012-02-22,2020-06-21,3042,2020-12-05,167.0
790,2011-11-30,2012-02-22,2020-12-05,3209,2021-06-14,191.0
