设备编号,出厂日期,安装日期,故障日期,事件,观测结束日期,持续时间
58,2009-04-01,2009-04-25,2011-12-27,1,2011-12-27,976
58,2009-04-01,2009-04-25,2012-11-14,1,2012-11-14,1299
58,2009-04-01,2009-04-25,2013-01-04,1,2013-01-04,1350
58,2009-04-01,2009-04-25,2014-03-21,1,2014-03-21,1791
58,2009-04-01,2009-04-25,2014-04-02,1,2014-04-02,1803
58,2009-04-01,2009-04-25,2014-04-18,1,2014-04-18,1819
58,2009-04-01,2009-04-25,2014-09-29,1,2014-09-29,1983
58,2009-04-01,2009-04-25,2015-02-04,1,2015-02-04,2111
58,2009-04-01,2009-04-25,2015-08-23,1,2015-08-23,2311
58,2009-04-01,2009-04-25,2015-08-30,1,2015-08-30,2318
58,2009-04-01,2009-04-25,2015-10-23,1,2015-10-23,2372
58,2009-04-01,2009-04-25,2016-05-28,1,2016-05-28,2590
58,2009-04-01,2009-04-25,2016-08-11,1,2016-08-11,2665
58,2009-04-01,2009-04-25,2016-10-15,1,2016-10-15,2730
58,2009-04-01,2009-04-25,2017-08-19,1,2017-08-19,3038
58,2009-04-01,2009-04-25,2018-06-01,1,2018-06-01,3324
58,2009-04-01,2009-04-25,2019-02-01,1,2019-02-01,3569
58,2009-04-01,2009-04-25,2019-07-28,1,2019-07-28,3746
59,2019-06-10,2019-06-29,2019-07-02,1,2019-07-02,3
59,2019-06-10,2019-06-29,2019-07-31,1,2019-07-31,32
59,2019-06-10,2019-06-29,2019-11-18,1,2019-11-18,142
59,2019-06-10,2019-06-29,2020-01-16,1,2020-01-16,201
59,2019-06-10,2019-06-29,2020-03-18,1,2020-03-18,263
60,2016-06-24,2016-11-04,2016-11-12,1,2016-11-12,8
60,2016-06-24,2016-11-04,2016-11-16,1,2016-11-16,12
60,2016-06-24,2016-11-04,2018-03-23,1,2018-03-23,504
60,2016-06-24,2016-11-04,2018-04-23,1,2018-04-23,535
60,2016-06-24,2016-11-04,2018-04-30,1,2018-04-30,542
60,2016-06-24,2016-11-04,2018-08-18,1,2018-08-18,652
60,2016-06-24,2016-11-04,2019-09-06,1,2019-09-06,1036
60,2016-06-24,2016-11-04,2019-11-10,1,2019-11-10,1101
61,2013-01-13,2013-04-22,2014-04-17,1,2014-04-17,360
61,2013-01-13,2013-04-22,2014-06-15,1,2014-06-15,419
61,2013-01-13,2013-04-22,2014-09-25,1,2014-09-25,521
61,2013-01-13,2013-04-22,2016-01-01,1,2016-01-01,984
61,2013-01-13,2013-04-22,2016-01-24,1,2016-01-24,1007
61,2013-01-13,2013-04-22,2016-02-04,1,2016-02-04,1018
61,2013-01-13,2013-04-22,2016-03-12,1,2016-03-12,1055
61,2013-01-13,2013-04-22,2016-04-27,1,2016-04-27,1101
61,2013-01-13,2013-04-22,2016-06-01,1,2016-06-01,1136
61,2013-01-13,2013-04-22,2016-06-06,1,2016-06-06,1141
61,2013-01-13,2013-04-22,2017-01-19,1,2017-01-19,1368
61,2013-01-13,2013-04-22,2017-02-19,1,2017-02-19,1399
61,2013-01-13,2013-04-22,2017-06-08,1,2017-06-08,1508
61,2013-01-13,2013-04-22,2017-07-01,1,2017-07-01,1531
61,2013-01-13,2013-04-22,2017-09-20,1,2017-09-20,1612
61,2013-01-13,2013-04-22,2017-12-20,1,2017-12-20,1703
61,2013-01-13,2013-04-22,2019-03-04,1,2019-03-04,2142
61,2013-01-13,2013-04-22,2019-10-09,1,2019-10-09,2361
61,2013-01-13,2013-04-22,2020-12-07,1,2020-12-07,2786
62,2007-01-22,2007-05-25,2007-06-27,1,2007-06-27,33
62,2007-01-22,2007-05-25,2007-09-29,1,2007-09-29,127
62,2007-01-22,2007-05-25,2008-03-09,1,2008-03-09,289
62,2007-01-22,2007-05-25,2008-07-27,1,2008-07-27,429
62,2007-01-22,2007-05-25,2009-09-07,1,2009-09-07,836
62,2007-01-22,2007-05-25,2010-02-15,1,2010-02-15,997
62,2007-01-22,2007-05-25,2010-04-09,1,2010-04-09,1050
62,2007-01-22,2007-05-25,2011-10-09,1,2011-10-09,1598
62,2007-01-22,2007-05-25,2011-11-12,1,2011-11-12,1632
62,2007-01-22,2007-05-25,2012-03-07,1,2012-03-07,1748
62,2007-01-22,2007-05-25,2013-04-04,1,2013-04-04,2141
62,2007-01-22,2007-05-25,2013-11-12,1,2013-11-12,2363
62,2007-01-22,2007-05-25,2014-03-29,1,2014-03-29,2500
62,2007-01-22,2007-05-25,2014-10-24,1,2014-10-24,2709
62,2007-01-22,2007-05-25,2015-02-04,1,2015-02-04,2812
62,2007-01-22,2007-05-25,2015-05-05,1,2015-05-05,2902
62,2007-01-22,2007-05-25,2015-10-29,1,2015-10-29,3079
62,2007-01-22,2007-05-25,2016-06-25,1,2016-06-25,3319
62,2007-01-22,2007-05-25,2017-11-05,1,2017-11-05,3817
62,2007-01-22,2007-05-25,2018-09-27,1,2018-09-27,4143
62,2007-01-22,2007-05-25,2020-05-01,1,2020-05-01,4725
62,2007-01-22,2007-05-25,2020-05-23,1,2020-05-23,4747
63,2009-12-30,2010-02-03,2010-03-15,1,2010-03-15,40
63,2009-12-30,2010-02-03,2010-03-30,1,2010-03-30,55
63,2009-12-30,2010-02-03,2010-10-08,1,2010-10-08,247
63,2009-12-30,2010-02-03,2011-04-27,1,2011-04-27,448
63,2009-12-30,2010-02-03,2013-02-10,1,2013-02-10,1103
63,2009-12-30,2010-02-03,2013-11-02,1,2013-11-02,1368
63,2009-12-30,2010-02-03,2014-01-30,1,2014-01-30,1457
63,2009-12-30,2010-02-03,2014-07-13,1,2014-07-13,1621
63,2009-12-30,2010-02-03,2014-12-29,1,2014-12-29,1790
63,2009-12-30,2010-02-03,2015-09-15,1,2015-09-15,2050
63,2009-12-30,2010-02-03,2016-02-18,1,2016-02-18,2206
63,2009-12-30,2010-02-03,2016-05-15,1,2016-05-15,2293
63,2009-12-30,2010-02-03,2016-12-06,1,2016-12-06,2498
63,2009-12-30,2010-02-03,2017-01-24,1,2017-01-24,2547
63,2009-12-30,2010-02-03,2017-04-11,1,2017-04-11,2624
63,2009-12-30,2010-02-03,2017-04-24,1,2017-04-24,2637
63,2009-12-30,2010-02-03,2018-02-22,1,2018-02-22,2941
63,2009-12-30,2010-02-03,2018-03-07,1,2018-03-07,2954
63,2009-12-30,2010-02-03,2018-05-09,1,2018-05-09,3017
63,2009-12-30,2010-02-03,2019-08-19,1,2019-08-19,3484
63,2009-12-30,2010-02-03,2020-01-13,1,2020-01-13,3631
63,2009-12-30,2010-02-03,2020-02-26,1,2020-02-26,3675
64,2005-12-19,2006-05-29,2007-06-15,1,2007-06-15,382
64,2005-12-19,2006-05-29,2007-06-27,1,2007-06-27,394
64,2005-12-19,2006-05-29,2007-08-13,1,2007-08-13,441
64,2005-12-19,2006-05-29,2008-02-14,1,2008-02-14,626
64,2005-12-19,2006-05-29,2008-03-24,1,2008-03-24,665
64,2005-12-19,2006-05-29,2008-08-09,1,2008-08-09,803
64,2005-12-19,2006-05-29,2008-09-10,1,2008-09-10,835
64,2005-12-19,2006-05-29,2009-03-30,1,2009-03-30,1036
64,2005-12-19,2006-05-29,2009-08-13,1,2009-08-13,1172
64,2005-12-19,2006-05-29,2011-05-02,1,2011-05-02,1799
64,2005-12-19,2006-05-29,2011-05-27,1,2011-05-27,1824
64,2005-12-19,2006-05-29,2011-10-10,1,2011-10-10,1960
64,2005-12-19,2006-05-29,2011-12-16,1,2011-12-16,2027
64,2005-12-19,2006-05-29,2012-06-03,1,2012-06-03,2197
64,2005-12-19,2006-05-29,2012-07-13,1,2012-07-13,2237
64,2005-12-19,2006-05-29,2013-10-23,1,2013-10-23,2704
64,2005-12-19,2006-05-29,2014-02-03,1,2014-02-03,2807
64,2005-12-19,2006-05-29,2014-05-15,1,2014-05-15,2908
64,2005-12-19,2006-05-29,2015-02-16,1,2015-02-16,3185
64,2005-12-19,2006-05-29,2016-04-19,1,2016-04-19,3613
64,2005-12-19,2006-05-29,2016-08-19,1,2016-08-19,3735
64,2005-12-19,2006-05-29,2017-05-11,1,2017-05-11,4000
64,2005-12-19,2006-05-29,2017-06-07,1,2017-06-07,4027
64,2005-12-19,2006-05-29,2017-07-29,1,2017-07-29,4079
64,2005-12-19,2006-05-29,2018-02-26,1,2018-02-26,4291
64,2005-12-19,2006-05-29,2019-06-11,1,2019-06-11,4761
64,2005-12-19,2006-05-29,2019-07-03,1,2019-07-03,4783
64,2005-12-19,2006-05-29,2019-07-28,1,2019-07-28,4808
65,2020-01-03,2020-06-05,2020-06-22,1,2020-06-22,17
65,2020-01-03,2020-06-05,2020-06-29,1,2020-06-29,24
65,2020-01-03,2020-06-05,2020-11-12,1,2020-11-12,160
65,2020-01-03,2020-06-05,2020-12-27,1,2020-12-27,205
66,2008-04-20,2008-08-08,2009-01-28,1,2009-01-28,173
66,2008-04-20,2008-08-08,2009-04-15,1,2009-04-15,250
66,2008-04-20,2008-08-08,2011-12-19,1,2011-12-19,1228
66,2008-04-20,2008-08-08,2012-02-03,1,2012-02-03,1274
66,2008-04-20,2008-08-08,2013-01-28,1,2013-01-28,1634
66,2008-04-20,2008-08-08,2014-02-06,1,2014-02-06,2008
66,2008-04-20,2008-08-08,2014-05-20,1,2014-05-20,2111
66,2008-04-20,2008-08-08,2017-04-21,1,2017-04-21,3178
66,2008-04-20,2008-08-08,2017-06-19,1,2017-06-19,3237
66,2008-04-20,2008-08-08,2017-07-06,1,2017-07-06,3254
66,2008-04-20,2008-08-08,2017-12-03,1,2017-12-03,3404
66,2008-04-20,2008-08-08,2017-12-04,1,2017-12-04,3405
66,2008-04-20,2008-08-08,2018-03-29,1,2018-03-29,3520
66,2008-04-20,2008-08-08,2019-02-18,1,2019-02-18,3846
66,2008-04-20,2008-08-08,2019-05-26,1,2019-05-26,3943
66,2008-04-20,2008-08-08,2019-07-06,1,2019-07-06,3984
66,2008-04-20,2008-08-08,2019-08-28,1,2019-08-28,4037
66,2008-04-20,2008-08-08,2020-11-11,1,2020-11-11,4478
67,2013-03-27,2013-04-11,2013-05-12,1,2013-05-12,31
67,2013-03-27,2013-04-11,2013-08-31,1,2013-08-31,142
67,2013-03-27,2013-04-11,2014-02-18,1,2014-02-18,313
67,2013-03-27,2013-04-11,2014-06-24,1,2014-06-24,439
67,2013-03-27,2013-04-11,2015-03-27,1,2015-03-27,715
67,2013-03-27,2013-04-11,2015-03-28,1,2015-03-28,716
67,2013-03-27,2013-04-11,2015-05-26,1,2015-05-26,775
67,2013-03-27,2013-04-11,2015-10-26,1,2015-10-26,928
67,2013-03-27,2013-04-11,2016-03-13,1,2016-03-13,1067
67,2013-03-27,2013-04-11,2016-04-01,1,2016-04-01,1086
67,2013-03-27,2013-04-11,2016-05-05,1,2016-05-05,1120
67,2013-03-27,2013-04-11,2017-01-11,1,2017-01-11,1371
67,2013-03-27,2013-04-11,2017-05-28,1,2017-05-28,1508
67,2013-03-27,2013-04-11,2017-11-27,1,2017-11-27,1691
67,2013-03-27,2013-04-11,2018-09-28,1,2018-09-28,1996
67,2013-03-27,2013-04-11,2019-03-04,1,2019-03-04,2153
67,2013-03-27,2013-04-11,2019-05-10,1,2019-05-10,2220
67,2013-03-27,2013-04-11,2019-09-20,1,2019-09-20,2353
67,2013-03-27,2013-04-11,2019-10-15,1,2019-10-15,2378
67,2013-03-27,2013-04-11,2019-12-11,1,2019-12-11,2435
67,2013-03-27,2013-04-11,2020-06-19,1,2020-06-19,2626
67,2013-03-27,2013-04-11,2020-06-26,1,2020-06-26,2633
67,2013-03-27,2013-04-11,2020-06-26,1,2020-06-26,2633
68,2008-01-27,2008-07-13,2010-03-05,1,2010-03-05,600
68,2008-01-27,2008-07-13,2011-05-03,1,2011-05-03,1024
68,2008-01-27,2008-07-13,2011-06-15,1,2011-06-15,1067
68,2008-01-27,2008-07-13,2012-02-22,1,2012-02-22,1319
68,2008-01-27,2008-07-13,2012-06-10,1,2012-06-10,1428
68,2008-01-27,2008-07-13,2012-06-23,1,2012-06-23,1441
68,2008-01-27,2008-07-13,2013-04-04,1,2013-04-04,1726
68,2008-01-27,2008-07-13,2014-01-26,1,2014-01-26,2023
68,2008-01-27,2008-07-13,2014-09-13,1,2014-09-13,2253
68,2008-01-27,2008-07-13,2017-06-29,1,2017-06-29,3273
68,2008-01-27,2008-07-13,2019-11-17,1,2019-11-17,4144
68,2008-01-27,2008-07-13,2019-12-22,1,2019-12-22,4179
68,2008-01-27,2008-07-13,2020-10-02,1,2020-10-02,4464
69,2012-07-17,2012-10-26,2013-06-16,1,2013-06-16,233
69,2012-07-17,2012-10-26,2015-10-09,1,2015-10-09,1078
69,2012-07-17,2012-10-26,2016-08-30,1,2016-08-30,1404
69,2012-07-17,2012-10-26,2016-11-27,1,2016-11-27,1493
69,2012-07-17,2012-10-26,2018-04-09,1,2018-04-09,1991
69,2012-07-17,2012-10-26,2019-04-18,1,2019-04-18,2365
69,2012-07-17,2012-10-26,2019-11-24,1,2019-11-24,2585
70,2013-08-19,2013-09-03,2013-12-23,1,2013-12-23,111
70,2013-08-19,2013-09-03,2014-08-04,1,2014-08-04,335
70,2013-08-19,2013-09-03,2014-08-04,1,2014-08-04,335
70,2013-08-19,2013-09-03,2015-01-02,1,2015-01-02,486
70,2013-08-19,2013-09-03,2015-08-21,1,2015-08-21,717
70,2013-08-19,2013-09-03,2015-11-15,1,2015-11-15,803
70,2013-08-19,2013-09-03,2016-11-13,1,2016-11-13,1167
70,2013-08-19,2013-09-03,2017-03-12,1,2017-03-12,1286
70,2013-08-19,2013-09-03,2017-05-10,1,2017-05-10,1345
70,2013-08-19,2013-09-03,2017-09-30,1,2017-09-30,1488
70,2013-08-19,2013-09-03,2018-11-28,1,2018-11-28,1912
70,2013-08-19,2013-09-03,2019-06-22,1,2019-06-22,2118
70,2013-08-19,2013-09-03,2020-12-12,1,2020-12-12,2657
71,2019-06-09,2019-11-19,2020-05-30,1,2020-05-30,193
71,2019-06-09,2019-11-19,2020-11-24,1,2020-11-24,371
72,2000-05-14,2000-08-07,2001-04-09,1,2001-04-09,245
72,2000-05-14,2000-08-07,2001-04-21,1,2001-04-21,257
72,2000-05-14,2000-08-07,2001-09-22,1,2001-09-22,411
72,2000-05-14,2000-08-07,2001-10-27,1,2001-10-27,446
72,2000-05-14,2000-08-07,2001-12-03,1,2001-12-03,483
72,2000-05-14,2000-08-07,2003-11-05,1,2003-11-05,1185
72,2000-05-14,2000-08-07,2004-01-31,1,2004-01-31,1272
72,2000-05-14,2000-08-07,2004-06-10,1,2004-06-10,1403
72,2000-05-14,2000-08-07,2004-12-23,1,2004-12-23,1599
72,2000-05-14,2000-08-07,2005-04-26,1,2005-04-26,1723
72,2000-05-14,2000-08-07,2005-12-14,1,2005-12-14,1955
72,2000-05-14,2000-08-07,2005-12-18,1,2005-12-18,1959
72,2000-05-14,2000-08-07,2006-07-09,1,2006-07-09,2162
72,2000-05-14,2000-08-07,2006-09-17,1,2006-09-17,2232
72,2000-05-14,2000-08-07,2007-10-02,1,2007-10-02,2612
72,2000-05-14,2000-08-07,2007-10-29,1,2007-10-29,2639
72,2000-05-14,2000-08-07,2007-11-03,1,2007-11-03,2644
72,2000-05-14,2000-08-07,2007-11-14,1,2007-11-14,2655
72,2000-05-14,2000-08-07,2008-03-25,1,2008-03-25,2787
72,2000-05-14,2000-08-07,2008-05-07,1,2008-05-07,2830
72,2000-05-14,2000-08-07,2009-01-13,1,2009-01-13,3081
72,2000-05-14,2000-08-07,2009-01-23,1,2009-01-23,3091
72,2000-05-14,2000-08-07,2009-03-12,1,2009-03-12,3139
72,2000-05-14,2000-08-07,2010-01-25,1,2010-01-25,3458
72,2000-05-14,2000-08-07,2010-02-02,1,2010-02-02,3466
72,2000-05-14,2000-08-07,2010-11-07,1,2010-11-07,3744
72,2000-05-14,2000-08-07,2010-11-28,1,2010-11-28,3765
72,2000-05-14,2000-08-07,2011-10-26,1,2011-10-26,4097
72,2000-05-14,2000-08-07,2012-07-27,1,2012-07-27,4372
72,2000-05-14,2000-08-07,2012-09-09,1,2012-09-09,4416
72,2000-05-14,2000-08-07,2012-12-10,1,2012-12-10,4508
72,2000-05-14,2000-08-07,2013-03-30,1,2013-03-30,4618
72,2000-05-14,2000-08-07,2013-06-28,1,2013-06-28,4708
72,2000-05-14,2000-08-07,2013-08-09,1,2013-08-09,4750
72,2000-05-14,2000-08-07,2013-09-24,1,2013-09-24,4796
72,2000-05-14,2000-08-07,2014-04-23,1,2014-04-23,5007
72,2000-05-14,2000-08-07,2014-05-22,1,2014-05-22,5036
72,2000-05-14,2000-08-07,2014-07-20,1,2014-07-20,5095
72,2000-05-14,2000-08-07,2014-07-31,1,2014-07-31,5106
72,2000-05-14,2000-08-07,2014-09-13,1,2014-09-13,5150
72,2000-05-14,2000-08-07,2014-09-19,1,2014-09-19,5156
72,2000-05-14,2000-08-07,2015-04-22,1,2015-04-22,5371
72,2000-05-14,2000-08-07,2015-07-24,1,2015-07-24,5464
72,2000-05-14,2000-08-07,2015-10-17,1,2015-10-17,5549
72,2000-05-14,2000-08-07,2016-02-13,1,2016-02-13,5668
72,2000-05-14,2000-08-07,2016-04-07,1,2016-04-07,5722
72,2000-05-14,2000-08-07,2016-06-26,1,2016-06-26,5802
72,2000-05-14,2000-08-07,2016-12-03,1,2016-12-03,5962
72,2000-05-14,2000-08-07,2017-01-17,1,2017-01-17,6007
72,2000-05-14,2000-08-07,2017-05-08,1,2017-05-08,6118
72,2000-05-14,2000-08-07,2017-10-08,1,2017-10-08,6271
72,2000-05-14,2000-08-07,2017-11-03,1,2017-11-03,6297
72,2000-05-14,2000-08-07,2018-01-08,1,2018-01-08,6363
72,2000-05-14,2000-08-07,2018-06-01,1,2018-06-01,6507
72,2000-05-14,2000-08-07,2018-09-01,1,2018-09-01,6599
72,2000-05-14,2000-08-07,2019-04-15,1,2019-04-15,6825
72,2000-05-14,2000-08-07,2019-06-01,1,2019-06-01,6872
72,2000-05-14,2000-08-07,2019-09-23,1,2019-09-23,6986
72,2000-05-14,2000-08-07,2020-07-28,1,2020-07-28,7295
72,2000-05-14,2000-08-07,2020-08-24,1,2020-08-24,7322
73,2020-04-26,2020-09-30,,0,2020-12-31,92
74,2003-11-26,2004-04-24,2004-08-19,1,2004-08-19,117
74,2003-11-26,2004-04-24,2005-02-16,1,2005-02-16,298
74,2003-11-26,2004-04-24,2005-07-06,1,2005-07-06,438
74,2003-11-26,2004-04-24,2006-05-13,1,2006-05-13,749
74,2003-11-26,2004-04-24,2006-06-19,1,2006-06-19,786
74,2003-11-26,2004-04-24,2006-07-14,1,2006-07-14,811
74,2003-11-26,2004-04-24,2006-09-07,1,2006-09-07,866
74,2003-11-26,2004-04-24,2009-09-13,1,2009-09-13,1968
74,2003-11-26,2004-04-24,2009-10-01,1,2009-10-01,1986
74,2003-11-26,2004-04-24,2010-02-14,1,2010-02-14,2122
74,2003-11-26,2004-04-24,2010-11-08,1,2010-11-08,2389
74,2003-11-26,2004-04-24,2011-09-25,1,2011-09-25,2710
74,2003-11-26,2004-04-24,2013-04-15,1,2013-04-15,3278
74,2003-11-26,2004-04-24,2015-11-30,1,2015-11-30,4237
74,2003-11-26,2004-04-24,2016-04-22,1,2016-04-22,4381
74,2003-11-26,2004-04-24,2016-06-10,1,2016-06-10,4430
74,2003-11-26,2004-04-24,2016-10-20,1,2016-10-20,4562
74,2003-11-26,2004-04-24,2017-06-16,1,2017-06-16,4801
74,2003-11-26,2004-04-24,2017-10-10,1,2017-10-10,4917
74,2003-11-26,2004-04-24,2017-12-06,1,2017-12-06,4974
74,2003-11-26,2004-04-24,2018-10-12,1,2018-10-12,5284
74,2003-11-26,2004-04-24,2019-08-26,1,2019-08-26,5602
74,2003-11-26,2004-04-24,2020-01-16,1,2020-01-16,5745
74,2003-11-26,2004-04-24,2020-06-29,1,2020-06-29,5910
74,2003-11-26,2004-04-24,2020-11-05,1,2020-11-05,6039
75,2001-06-05,2001-10-06,2002-11-02,1,2002-11-02,392
75,2001-06-05,2001-10-06,2002-11-02,1,2002-11-02,392
75,2001-06-05,2001-10-06,2004-08-17,1,2004-08-17,1046
75,2001-06-05,2001-10-06,2004-10-31,1,2004-10-31,1121
75,2001-06-05,2001-10-06,2005-01-30,1,2005-01-30,1212
75,2001-06-05,2001-10-06,2005-04-22,1,2005-04-22,1294
75,2001-06-05,2001-10-06,2006-03-22,1,2006-03-22,1628
75,2001-06-05,2001-10-06,2006-11-17,1,2006-11-17,1868
75,2001-06-05,2001-10-06,2006-12-22,1,2006-12-22,1903
75,2001-06-05,2001-10-06,2007-03-26,1,2007-03-26,1997
75,2001-06-05,2001-10-06,2007-03-26,1,2007-03-26,1997
75,2001-06-05,2001-10-06,2008-01-12,1,2008-01-12,2289
75,2001-06-05,2001-10-06,2008-02-29,1,2008-02-29,2337
75,2001-06-05,2001-10-06,2008-03-15,1,2008-03-15,2352
75,2001-06-05,2001-10-06,2008-09-25,1,2008-09-25,2546
75,2001-06-05,2001-10-06,2008-11-08,1,2008-11-08,2590
75,2001-06-05,2001-10-06,2009-03-31,1,2009-03-31,2733
75,2001-06-05,2001-10-06,2009-05-01,1,2009-05-01,2764
75,2001-06-05,2001-10-06,2010-02-06,1,2010-02-06,3045
75,2001-06-05,2001-10-06,2012-01-29,1,2012-01-29,3767
75,2001-06-05,2001-10-06,2012-02-18,1,2012-02-18,3787
75,2001-06-05,2001-10-06,2013-01-14,1,2013-01-14,4118
75,2001-06-05,2001-10-06,2013-05-15,1,2013-05-15,4239
75,2001-06-05,2001-10-06,2013-05-24,1,2013-05-24,4248
75,2001-06-05,2001-10-06,2013-10-03,1,2013-10-03,4380
75,2001-06-05,2001-10-06,2014-01-29,1,2014-01-29,4498
75,2001-06-05,2001-10-06,2015-03-04,1,2015-03-04,4897
75,2001-06-05,2001-10-06,2015-05-17,1,2015-05-17,4971
75,2001-06-05,2001-10-06,2016-01-27,1,2016-01-27,5226
75,2001-06-05,2001-10-06,2016-02-21,1,2016-02-21,5251
75,2001-06-05,2001-10-06,2016-05-19,1,2016-05-19,5339
75,2001-06-05,2001-10-06,2016-10-05,1,2016-10-05,5478
75,2001-06-05,2001-10-06,2016-11-10,1,2016-11-10,5514
75,2001-06-05,2001-10-06,2016-12-19,1,2016-12-19,5553
75,2001-06-05,2001-10-06,2017-02-07,1,2017-02-07,5603
75,2001-06-05,2001-10-06,2017-10-09,1,2017-10-09,5847
75,2001-06-05,2001-10-06,2019-03-10,1,2019-03-10,6364
75,2001-06-05,2001-10-06,2019-04-03,1,2019-04-03,6388
75,2001-06-05,2001-10-06,2019-08-23,1,2019-08-23,6530
75,2001-06-05,2001-10-06,2019-09-20,1,2019-09-20,6558
75,2001-06-05,2001-10-06,2019-09-30,1,2019-09-30,6568
75,2001-06-05,2001-10-06,2019-10-07,1,2019-10-07,6575
75,2001-06-05,2001-10-06,2020-01-15,1,2020-01-15,6675
75,2001-06-05,2001-10-06,2020-04-23,1,2020-04-23,6774
75,2001-06-05,2001-10-06,2020-11-05,1,2020-11-05,6970
76,2004-08-02,2005-01-22,2005-03-09,1,2005-03-09,46
76,2004-08-02,2005-01-22,2005-03-27,1,2005-03-27,64
76,2004-08-02,2005-01-22,2005-08-26,1,2005-08-26,216
76,2004-08-02,2005-01-22,2005-10-09,1,2005-10-09,260
76,2004-08-02,2005-01-22,2006-01-02,1,2006-01-02,345
76,2004-08-02,2005-01-22,2006-01-05,1,2006-01-05,348
76,2004-08-02,2005-01-22,2006-02-25,1,2006-02-25,399
76,2004-08-02,2005-01-22,2006-09-02,1,2006-09-02,588
76,2004-08-02,2005-01-22,2006-09-25,1,2006-09-25,611
76,2004-08-02,2005-01-22,2007-04-07,1,2007-04-07,805
76,2004-08-02,2005-01-22,2008-03-26,1,2008-03-26,1159
76,2004-08-02,2005-01-22,2009-03-27,1,2009-03-27,1525
76,2004-08-02,2005-01-22,2009-04-26,1,2009-04-26,1555
76,2004-08-02,2005-01-22,2009-08-17,1,2009-08-17,1668
76,2004-08-02,2005-01-22,2010-09-25,1,2010-09-25,2072
76,2004-08-02,2005-01-22,2011-05-18,1,2011-05-18,2307
76,2004-08-02,2005-01-22,2012-05-14,1,2012-05-14,2669
76,2004-08-02,2005-01-22,2012-08-10,1,2012-08-10,2757
76,2004-08-02,2005-01-22,2012-12-12,1,2012-12-12,2881
76,2004-08-02,2005-01-22,2014-01-21,1,2014-01-21,3286
76,2004-08-02,2005-01-22,2014-05-01,1,2014-05-01,3386
76,2004-08-02,2005-01-22,2014-11-16,1,2014-11-16,3585
76,2004-08-02,2005-01-22,2015-02-23,1,2015-02-23,3684
76,2004-08-02,2005-01-22,2015-10-02,1,2015-10-02,3905
76,2004-08-02,2005-01-22,2016-03-20,1,2016-03-20,4075
76,2004-08-02,2005-01-22,2016-07-02,1,2016-07-02,4179
76,2004-08-02,2005-01-22,2016-11-22,1,2016-11-22,4322
76,2004-08-02,2005-01-22,2017-05-05,1,2017-05-05,4486
76,2004-08-02,2005-01-22,2018-05-20,1,2018-05-20,4866
76,2004-08-02,2005-01-22,2018-12-09,1,2018-12-09,5069
76,2004-08-02,2005-01-22,2019-07-22,1,2019-07-22,5294
77,2018-07-12,2018-07-15,2018-07-27,1,2018-07-27,12
77,2018-07-12,2018-07-15,2018-09-02,1,2018-09-02,49
77,2018-07-12,2018-07-15,2018-11-09,1,2018-11-09,117
77,2018-07-12,2018-07-15,2020-04-17,1,2020-04-17,642
77,2018-07-12,2018-07-15,2020-06-02,1,2020-06-02,688
77,2018-07-12,2018-07-15,2020-10-29,1,2020-10-29,837
77,2018-07-12,2018-07-15,2020-11-20,1,2020-11-20,859
78,2008-10-28,2009-01-25,2009-03-24,1,2009-03-24,58
78,2008-10-28,2009-01-25,2009-10-31,1,2009-10-31,279
78,2008-10-28,2009-01-25,2009-11-20,1,2009-11-20,299
78,2008-10-28,2009-01-25,2010-08-01,1,2010-08-01,553
78,2008-10-28,2009-01-25,2010-10-05,1,2010-10-05,618
78,2008-10-28,2009-01-25,2011-05-31,1,2011-05-31,856
78,2008-10-28,2009-01-25,2011-08-21,1,2011-08-21,938
78,2008-10-28,2009-01-25,2011-11-29,1,2011-11-29,1038
78,2008-10-28,2009-01-25,2011-12-23,1,2011-12-23,1062
78,2008-10-28,2009-01-25,2012-01-12,1,2012-01-12,1082
78,2008-10-28,2009-01-25,2012-05-31,1,2012-05-31,1222
78,2008-10-28,2009-01-25,2012-11-29,1,2012-11-29,1404
78,2008-10-28,2009-01-25,2012-12-16,1,2012-12-16,1421
78,2008-10-28,2009-01-25,2013-01-12,1,2013-01-12,1448
78,2008-10-28,2009-01-25,2013-01-17,1,2013-01-17,1453
78,2008-10-28,2009-01-25,2013-02-17,1,2013-02-17,1484
78,2008-10-28,2009-01-25,2013-04-03,1,2013-04-03,1529
78,2008-10-28,2009-01-25,2013-10-31,1,2013-10-31,1740
78,2008-10-28,2009-01-25,2013-11-12,1,2013-11-12,1752
78,2008-10-28,2009-01-25,2014-06-09,1,2014-06-09,1961
78,2008-10-28,2009-01-25,2014-09-10,1,2014-09-10,2054
78,2008-10-28,2009-01-25,2014-10-07,1,2014-10-07,2081
78,2008-10-28,2009-01-25,2016-10-02,1,2016-10-02,2807
78,2008-10-28,2009-01-25,2017-02-05,1,2017-02-05,2933
78,2008-10-28,2009-01-25,2017-04-08,1,2017-04-08,2995
78,2008-10-28,2009-01-25,2017-04-18,1,2017-04-18,3005
78,2008-10-28,2009-01-25,2017-06-24,1,2017-06-24,3072
78,2008-10-28,2009-01-25,2017-12-11,1,2017-12-11,3242
78,2008-10-28,2009-01-25,2018-01-30,1,2018-01-30,3292
78,2008-10-28,2009-01-25,2018-06-30,1,2018-06-30,3443
